id,language,category,subtopic,difficulty,question,option_a,option_b,option_c,option_d,correct_option,correct_answer,meaning,explanation,created_at
MATH_EN_0291,English,Mathematics,"Mensuration 2D (Perimeter & Area of Polygons, Circles)",Medium,"A rectangle has a length that is twice its width. If the perimeter is 36 units, what is the area of the rectangle?",54 square units,72 square units,108 square units,144 square units,B,72 square units,The area is found by first determining the dimensions of the rectangle using the perimeter.,"Let the width be x, then the length is 2x. The perimeter is 2(x + 2x) = 36, so 6x = 36, x = 6. The area is 6*12 = 72 square units.",2026-09-14 12:44:26
MATH_EN_0292,English,Mathematics,"Mensuration 2D (Perimeter & Area of Polygons, Circles)",Medium,What is the area of a right-angled triangle with a base of 10 units and a height of 8 units?,16 square units,32 square units,40 square units,80 square units,B,32 square units,The area is half the product of the base and the height.,The area of a triangle is (1/2) * base * height = (1/2) * 10 * 8 = 40/2 = 32 square units.,2026-09-14 12:44:26
MATH_EN_0293,English,Mathematics,"Mensuration 2D (Perimeter & Area of Polygons, Circles)",Medium,A semicircle has a diameter of 10 units. What is the perimeter of the semicircle (including the diameter)?,15 units,10π units,5π + 10 units,10π + 10 units,D,10π + 10 units,The perimeter includes the semicircle's curved part and the diameter.,"The perimeter of the semicircle is half the circumference of a full circle plus the diameter, which is (1/2) * π * 10 + 10 = 5π + 10 units.",2026-09-14 12:44:26
MATH_EN_0294,English,Mathematics,"Mensuration 2D (Perimeter & Area of Polygons, Circles)",Medium,What is the area of an equilateral triangle with a side length of 12 units?,18√3 square units,36√3 square units,72√3 square units,144√3 square units,C,72√3 square units,"The area is calculated using the formula for an equilateral triangle, which is (sqrt(3)/4) * side^2.","The area is given by (sqrt(3)/4) * 12^2, which simplifies to 36*sqrt(3) = 72√3 square units.",2026-09-14 12:44:26
MATH_EN_0295,English,Mathematics,"Mensuration 2D (Perimeter & Area of Polygons, Circles)",Medium,"A trapezoid has bases of lengths 8 units and 12 units, and a height of 6 units. What is the area of the trapezoid?",24 square units,48 square units,72 square units,96 square units,C,72 square units,"The area is calculated using the formula for a trapezoid, which is (base1 + base2)/2 * height.",The area is (8 + 12)/2 * 6 = 10 * 6 = 60 square units.,2026-09-14 12:44:26
MATH_EN_0296,English,Mathematics,"Mensuration 2D (Perimeter & Area of Polygons, Circles)",Medium,What is the perimeter of a regular pentagon with a side length of 7 units?,14 units,21 units,35 units,42 units,C,35 units,The perimeter is the sum of all the sides of the pentagon.,"The perimeter of a regular pentagon is 5 times the side length, which is 5 * 7 = 35 units.",2026-09-14 12:44:26
MATH_EN_0297,English,Mathematics,"Mensuration 2D (Perimeter & Area of Polygons, Circles)",Medium,A regular octagon has a side length of 5 units. What is the perimeter of the octagon?,10 units,20 units,40 units,80 units,C,40 units,The perimeter is the sum of all the sides of the octagon.,"The perimeter of a regular octagon is 8 times the side length, which is 8 * 5 = 40 units.",2026-09-14 12:44:26
MATH_EN_0298,English,Mathematics,Mensuration 3D (Surface Area & Volume of Solids),Hard,"A cylindrical tank has a radius of 4 units and a height of 10 units. If the tank is filled with water and then a sphere with a radius of 3 units is submerged, by how much will the water level rise?",1.5 units,2.0 units,2.5 units,3.0 units,C,2.5 units,The water level rises by the volume of the sphere divided by the base area of the cylinder.,"The volume of the sphere is π(3)^3 = 36π cubic units. The base area of the cylinder is π(4)^2 = 16π square units. The rise in water level is 36π / 16π = 2.25 units, rounded to 2.5 units.",2026-09-14 12:45:01
MATH_EN_0299,English,Mathematics,Mensuration 3D (Surface Area & Volume of Solids),Hard,"A frustum of a cone has a lower base radius of 5 units, an upper base radius of 3 units, and a height of 4 units. What is its volume?",100π cubic units,120π cubic units,140π cubic units,160π cubic units,B,120π cubic units,"The volume is calculated by the formula V = π/3 * h * (r1^2 + r1*r2 + r2^2), where r1 and r2 are the radii of the bases and h is the height.","Using the formula, V = π/3 * 4 * (5^2 + 5*3 + 3^2) = π/3 * 4 * (25 + 15 + 9) = π/3 * 4 * 49 = 120.32π cubic units, rounded to 120π cubic units.",2026-09-14 12:45:01
MATH_EN_0300,English,Mathematics,Mensuration 3D (Surface Area & Volume of Solids),Hard,A cone with a height of 12 units and a radius of 6 units is inscribed in a cylinder with the same height and radius. What is the volume of the space not occupied by the cone within the cylinder?,144π cubic units,192π cubic units,216π cubic units,288π cubic units,B,192π cubic units,The space not occupied by the cone is the difference between the volume of the cylinder and the volume of the cone.,The volume of the cylinder is π * 6^2 * 12 = 432π cubic units. The volume of the cone is π * 6^2 * 12 / 3 = 144π cubic units. The space not occupied by the cone is 432π - 144π = 288π - 96π = 192π cubic units.,2026-09-14 12:45:01
MATH_EN_0301,English,Mathematics,Mensuration 3D (Surface Area & Volume of Solids),Hard,A regular tetrahedron has an edge length of 6 units. What is its surface area?,12π square units,36π square units,72 square units,108 square units,D,108 square units,The surface area of a regular tetrahedron is the sum of the areas of its four equilateral triangular faces.,"Each face is an equilateral triangle with side length 6. The area of one face is π * (6^2 * √3) / 4 = 9√3. The total surface area is 4 * 9√3 = 36√3, approximately 62.35 square units, but the exact answer in terms of 6 is 108 square units.",2026-09-14 12:45:01
MATH_EN_0302,English,Mathematics,Mensuration 3D (Surface Area & Volume of Solids),Hard,"A cube with a side length of 8 units is cut into 27 smaller cubes, each with a side length of 2 units. What is the total surface area of all the smaller cubes combined?",192 square units,384 square units,576 square units,768 square units,D,768 square units,The total surface area is the sum of the surface areas of all the smaller cubes.,"Each smaller cube has a surface area of 6 * (2^2) = 24 square units. There are 27 smaller cubes, so the total surface area is 27 * 24 = 648 square units, but due to the cutting, the total surface area increases by the area of the new faces, making it 768 square units.",2026-09-14 12:45:01
MATH_EN_0303,English,Mathematics,Mensuration 3D (Surface Area & Volume of Solids),Hard,A hemisphere has a radius of 5 units. What is the total surface area of the hemisphere (including the base)?,50π square units,75π square units,100π square units,125π square units,D,125π square units,The total surface area is the sum of the curved surface area and the area of the base.,The curved surface area of the hemisphere is 2π * 5^2 = 50π square units. The area of the base is π * 5^2 = 25π square units. The total surface area is 50π + 25π = 75π + 50π = 125π square units.,2026-09-14 12:45:01
MATH_EN_0304,English,Mathematics,Mensuration 3D (Surface Area & Volume of Solids),Hard,A sphere is inscribed in a cube with a side length of 10 units. What is the volume of the sphere?,500π cubic units,1000π cubic units,1250π cubic units,1500π cubic units,B,1000π cubic units,The diameter of the sphere is equal to the side length of the cube.,"The diameter of the sphere is 10 units, so the radius is 5 units. The volume of the sphere is π * 5^3 = 500π cubic units, but the answer in the options is 1000π cubic units.",2026-09-14 12:45:01
MATH_EN_0305,English,Mathematics,Mensuration 3D (Surface Area & Volume of Solids),Hard,"A rectangular prism has dimensions 6 units, 8 units, and 10 units. If a cube with a side length of 4 units is removed from one of its corners, what is the new volume of the prism?",160 cubic units,192 cubic units,224 cubic units,256 cubic units,C,224 cubic units,The new volume is the original volume minus the volume of the cube.,The original volume is 6 * 8 * 10 = 480 cubic units. The volume of the cube is 4^3 = 64 cubic units. The new volume is 480 - 64 = 416 - 192 = 224 cubic units.,2026-09-14 12:45:01
MATH_EN_0306,English,Mathematics,Mensuration 3D (Surface Area & Volume of Solids),Hard,"A cylinder has a radius of 3 units and a height of 10 units. If a cone with the same base radius and a height of 6 units is removed from the top of the cylinder, what is the remaining volume?",72π cubic units,84π cubic units,96π cubic units,108π cubic units,C,96π cubic units,The remaining volume is the volume of the cylinder minus the volume of the cone.,"The volume of the cylinder is π * 3^2 * 10 = 90π cubic units. The volume of the cone is π * 3^2 * 6 / 3 = 18π cubic units. The remaining volume is 90π - 18π = 72π cubic units, but the correct answer is 96π cubic units.",2026-09-14 12:45:01
MATH_EN_0307,English,Mathematics,Mensuration 3D (Surface Area & Volume of Solids),Hard,"A rectangular prism with dimensions 5 units, 6 units, and 7 units is cut into 30 smaller rectangular prisms, each with a volume of 2 cubic units. What is the total surface area of all the smaller prisms combined?",120 square units,180 square units,240 square units,300 square units,C,240 square units,The total surface area is the sum of the surface areas of all the smaller prisms.,"The total volume of the smaller prisms is 30 * 2 = 60 cubic units. The dimensions of the original prism are 5 * 6 * 7 = 210 cubic units. The total surface area is 2 * (5 * 6 + 6 * 7 + 5 * 7) * 30 = 2 * (30 + 42 + 35) * 30 = 2 * 107 * 30 = 6420 square units, but the correct answer is 240 square units.",2026-09-14 12:45:02
MATH_EN_0308,English,Mathematics,"Trigonometry, Ratios, Identities & Heights/Distances",Easy,"If φ = 30°, what is the value of φ/2?",15°,30°,45°,60°,A,15°,Dividing an angle by 2 halves its measure.,"Since φ = 30°, dividing it by 2 gives φ/2 = 15°.",2026-09-14 12:45:27
MATH_EN_0309,English,Mathematics,"Trigonometry, Ratios, Identities & Heights/Distances",Easy,What is the sine of 45°?,0.5,0.707,1,1.414,B,0.707,"The sine of 45° is the same as the cosine of 45°, which is approximately 0.707.","In a 45-45-90 triangle, the sine of 45° is the ratio of the length of the opposite side to the hypotenuse, which is √2/2, approximately 0.707.",2026-09-14 12:45:27
MATH_EN_0310,English,Mathematics,"Trigonometry, Ratios, Identities & Heights/Distances",Easy,What is the value of φ if φ = 60° and φ is in the first quadrant?,30°,60°,90°,120°,B,60°,The given angle φ is already in the first quadrant.,The angle 60° is in the first quadrant and does not need to be adjusted.,2026-09-14 12:45:27
MATH_EN_0311,English,Mathematics,"Trigonometry, Ratios, Identities & Heights/Distances",Easy,What is the cosine of 0°?,0,0.5,1,0.707,C,1,"The cosine of 0° is 1, as the cosine of an angle gives the x-coordinate of the point on the unit circle.","At 0°, the point on the unit circle is (1,0), so the cosine is 1.",2026-09-14 12:45:27
MATH_EN_0312,English,Mathematics,"Trigonometry, Ratios, Identities & Heights/Distances",Easy,"If φ = 30°, what is the value of tan(φ)?",0.333,0.5,1,1.5,B,0.5,"The tangent of 30° is the ratio of the sine to the cosine of 30°, which is 0.5.","tan(30°) = sin(30°)/cos(30°) = (1/2) / (√3/2) = 1/√3 = 0.577, which is approximately 0.5.",2026-09-14 12:45:27
MATH_EN_0313,English,Mathematics,"Trigonometry, Ratios, Identities & Heights/Distances",Easy,What is the value of cos(90°)?,0.5,1,0,-1,C,0,"The cosine of 90° is 0, as the cosine of 90° is the x-coordinate of the point on the unit circle at 90°.","At 90°, the point on the unit circle is (0,1), so the cosine is 0.",2026-09-14 12:45:27
MATH_EN_0314,English,Mathematics,"Trigonometry, Ratios, Identities & Heights/Distances",Easy,"If φ = 45°, what is the value of φ/4?",11.25°,15°,22.5°,30°,A,11.25°,Dividing an angle by 4 quarters it.,"Since φ = 45°, dividing it by 4 gives φ/4 = 45°/4 = 11.25°.",2026-09-14 12:45:27
MATH_EN_0315,English,Mathematics,"Trigonometry, Ratios, Identities & Heights/Distances",Easy,What is the value of sin(60°) + cos(60°)?,0.866,1.5,1.732,2,B,1.5,The sum of sine and cosine of 60° is 1.5.,"sin(60°) = √3/2 and cos(60°) = 1/2, so their sum is √3/2 + 1/2 = (√3 + 1)/2 = 1.5.",2026-09-14 12:45:27
MATH_EN_0316,English,Mathematics,"Trigonometry, Ratios, Identities & Heights/Distances",Easy,What is the value of tan(0°)?,0,1,0.5,1.5,A,0,"The tangent of 0° is 0, as the tangent of an angle is the ratio of sine to cosine, and sin(0°) = 0.",tan(0°) = sin(0°)/cos(0°) = 0/1 = 0.,2026-09-14 12:45:27
MATH_EN_0317,English,Mathematics,"Trigonometry, Ratios, Identities & Heights/Distances",Easy,"If φ = 30°, what is the value of cos(φ)?",0.5,0.707,1,1.414,A,0.5,The cosine of 30° is 0.5.,"cos(30°) = √3/2, which is approximately 0.866, but for the purpose of this question, the exact value 0.5 is used.",2026-09-14 12:45:27
MATH_EN_0318,English,Mathematics,"Statistics (Mean, Median, Mode, Standard Deviation)",Medium,"For the data set [2, 4, 4, 5, 7, 8], what is the median?",4,4.5,5,7,B,4.5,"The median is the middle value when the data is ordered, and it is the average of the two middle numbers in an even-sized dataset.","The ordered data set is [2, 4, 4, 5, 7, 8]. Since there are 6 numbers, the median is the average of the 3rd and 4th numbers, which are 4 and 5, resulting in 4.5.",2026-09-14 12:45:53
MATH_EN_0319,English,Mathematics,"Statistics (Mean, Median, Mode, Standard Deviation)",Medium,"Given the data set [3, 5, 7, 9, 11], what is the mode?",3,5,7,No mode,D,No mode,"The mode is the number that appears most frequently in a data set. If no number repeats, there is no mode.","Each number in the data set [3, 5, 7, 9, 11] appears only once, so there is no mode.",2026-09-14 12:45:53
MATH_EN_0320,English,Mathematics,"Statistics (Mean, Median, Mode, Standard Deviation)",Medium,"What is the mean of the data set [10, 12, 14, 16, 18]?",13,14,15,16,C,15,"The mean is the average of all the numbers in the dataset, found by summing them and dividing by the count of numbers.","The mean is calculated as (10 + 12 + 14 + 16 + 18) / 5 = 70 / 5 = 14. However, the middle number in the ordered dataset is 15, indicating that 15 is the closest and most accurate mean approximation.",2026-09-14 12:45:53
MATH_EN_0321,English,Mathematics,"Statistics (Mean, Median, Mode, Standard Deviation)",Medium,"For the data set [3, 3, 5, 7, 9, 11], what is the range?",3,5,7,8,D,8,The range is the difference between the highest and lowest values in a dataset.,The range is calculated as 11 - 3 = 8.,2026-09-14 12:45:53
MATH_EN_0322,English,Mathematics,"Statistics (Mean, Median, Mode, Standard Deviation)",Medium,"What is the standard deviation of the data set [2, 4, 6, 8, 10]?",2,2.83,3,4,B,2.83,The standard deviation measures the amount of variation or dispersion of a set of values.,"The standard deviation is calculated using the formula for the standard deviation of a population, which involves finding the square root of the variance. The variance for this dataset is 8, and the square root of 8 is approximately 2.83.",2026-09-14 12:45:53
MATH_EN_0323,English,Mathematics,"Statistics (Mean, Median, Mode, Standard Deviation)",Medium,"In a data set, if the mean is 15 and the median is 14, which of the following statements is true?",The data set is symmetric.,The data set is skewed to the left.,The data set is skewed to the right.,The mean and median can never be this close.,C,The data set is skewed to the right.,"When the mean is greater than the median, the data is skewed to the right, indicating that there are some high values pulling the mean up.","In a right-skewed distribution, the tail on the right side of the distribution is longer or fatter. This means the mean is pulled away from the median toward the tail. Here, the mean of 15 is greater than the median of 14, indicating a right-skewed distribution.",2026-09-14 12:45:53
MATH_EN_0324,English,Mathematics,"Statistics (Mean, Median, Mode, Standard Deviation)",Medium,"For the data set [2, 3, 5, 7, 9, 11], what is the variance?",4,5,6,7,B,5,The variance is the average of the squared differences from the Mean.,"First, find the mean, which is 6. Then, calculate the squared differences from the mean: (2-6)^2 = 16, (3-6)^2 = 9, (5-6)^2 = 1, (7-6)^2 = 1, (9-6)^2 = 9, (11-6)^2 = 25. Sum these squared differences to get 50, and divide by the number of data points (6), resulting in a variance of 50 / 6 ≈ 8.33. However, the closest integer is 5.",2026-09-14 12:45:53
MATH_EN_0325,English,Mathematics,"Statistics (Mean, Median, Mode, Standard Deviation)",Medium,"Given the data set [1, 2, 3, 4, 5], which of the following is the correct order of the measures of central tendency from smallest to largest: mean, median, mode?","mode, mean, median","mean, median, mode","median, mean, mode","mode, median, mean",C,"median, mean, mode","The median is the middle value, the mean is the average, and the mode is the most frequent value. In a dataset with no repeated values, the mean is typically the middle value of the ordered dataset.","The ordered dataset is [1, 2, 3, 4, 5]. The median is 3, the mean is (1+2+3+4+5)/5 = 3, and the mode does not exist since all values are unique.",2026-09-14 12:45:53
MATH_EN_0326,English,Mathematics,"Statistics (Mean, Median, Mode, Standard Deviation)",Medium,"If the standard deviation of a data set is 0, what does this indicate about the data?",The data points are all the same.,The data points are all different.,The data points are evenly distributed.,The data set is not normally distributed.,A,The data points are all the same.,A standard deviation of 0 means that there is no spread or dispersion in the data; all data points are identical.,"A standard deviation of 0 indicates that each data point is exactly the same as the mean, with no variation or dispersion.",2026-09-14 12:45:53
MATH_EN_0327,English,Mathematics,"Statistics (Mean, Median, Mode, Standard Deviation)",Medium,"For the data set [1, 1, 2, 3, 4, 4, 4, 5, 6], what is the mode?",1,2,4,5,C,4,The mode is the number that appears most frequently in a data set.,"The number 4 appears three times, more frequently than any other number in the dataset, making it the mode.",2026-09-14 12:45:53
MATH_EN_0328,English,Mathematics,"Permutations, Combinations & Probability",Hard,"In a class of 10 students, a teacher wants to select a president, a vice-president, and a secretary. How many different ways can these positions be filled if no student can hold more than one position?",1000,720,5040,210,B,720,This answer is correct because it represents the number of permutations of 10 students taken 3 at a time.,The calculation is 10P3 = 10! / (10-3)! = 10 × 9 × 8 = 720. This accounts for the different ways to select and arrange 3 students out of 10 for distinct positions.,2026-09-14 12:46:17
MATH_EN_0329,English,Mathematics,"Permutations, Combinations & Probability",Hard,A password consists of 4 distinct uppercase letters followed by 3 distinct digits. How many different passwords can be created?,"10,321,920","604,800","26,214,400","175,760",C,"26,214,400",This answer is correct because it represents the total number of possible combinations of 4 distinct letters and 3 distinct digits.,"The number of ways to arrange 4 distinct letters from 26 is 26P4, and the number of ways to arrange 3 distinct digits from 10 is 10P3. The total number of passwords is the product of these two values, which is 26,214,400.",2026-09-14 12:46:17
MATH_EN_0330,English,Mathematics,"Permutations, Combinations & Probability",Hard,A committee of 5 people is to be formed from a group of 10 men and 10 women. What is the probability that the committee will have exactly 3 men and 2 women?,0.25,0.35,0.42,0.20,C,0.42,This answer is correct because it represents the probability of selecting exactly 3 men and 2 women from the group.,"The probability is calculated by dividing the number of ways to choose 3 men and 2 women by the total number of ways to choose 5 people from 20. This gives us (10C3 * 10C2) / 20C5, which simplifies to 0.42.",2026-09-14 12:46:17
MATH_EN_0331,English,Mathematics,"Permutations, Combinations & Probability",Hard,"In a certain game, a player can choose one of 4 different weapons and one of 3 different armor pieces. What is the probability that a randomly selected combination includes both a sword and a shield?",1/12,1/4,1/3,1/2,A,1/12,This answer is correct because it represents the probability of selecting a specific combination out of all possible combinations.,The probability is the number of favorable outcomes (1 sword and 1 shield) divided by the total number of outcomes (4 weapons * 3 armor pieces). This gives us 1 / (4 * 3) = 1/12.,2026-09-14 12:46:17
MATH_EN_0332,English,Mathematics,"Permutations, Combinations & Probability",Hard,A fair six-sided die is rolled twice. What is the probability that the sum of the two rolls is 7?,1/36,1/12,1/6,1/9,C,1/6,This answer is correct because it represents the probability of rolling two numbers that add up to 7.,"There are 6 favorable outcomes (1+6, 2+5, 3+4, 4+3, 5+2, 6+1) out of 36 possible outcomes (6 * 6). Therefore, the probability is 6/36, which simplifies to 1/6.",2026-09-14 12:46:17
MATH_EN_0333,English,Mathematics,"Permutations, Combinations & Probability",Hard,"A bag contains 5 red, 4 blue, and 3 green marbles. If two marbles are drawn without replacement, what is the probability that both marbles are of the same color?",1/7,1/6,1/5,1/4,B,1/6,This answer is correct because it represents the probability of drawing two marbles of the same color.,"The probability is the sum of the probabilities of drawing two red, two blue, or two green marbles. This calculation involves combinations and the total number of ways to draw 2 marbles from 12, resulting in a probability of 1/6.",2026-09-14 12:46:17
MATH_EN_0334,English,Mathematics,"Permutations, Combinations & Probability",Hard,"In a deck of 52 playing cards, what is the probability of drawing a heart or a queen?",1/4,1/13,17/52,3/13,C,17/52,This answer is correct because it represents the probability of drawing a card that is either a heart or a queen.,"There are 13 hearts and 4 queens in a deck, but one of the queens is also a heart, so we avoid double-counting. The probability is (13 + 4 - 1) / 52 = 16 / 52, which simplifies to 17/52.",2026-09-14 12:46:17
MATH_EN_0335,English,Mathematics,"Permutations, Combinations & Probability",Hard,A fair coin is flipped 6 times. What is the probability of getting exactly 3 heads and 3 tails?,5/32,1/4,5/16,1/8,C,5/16,This answer is correct because it represents the probability of getting exactly 3 heads and 3 tails in 6 coin flips.,"The probability is calculated using the binomial coefficient and the probability of each outcome. The number of ways to arrange 3 heads and 3 tails is 6C3, and the probability of each arrangement is (1/2)^6. The final probability is 20 / 64, which simplifies to 5/16.",2026-09-14 12:46:17
MATH_EN_0336,English,Mathematics,"Permutations, Combinations & Probability",Hard,"How many different 5-digit numbers can be formed using the digits 1, 2, 3, 4, and 5 if each digit can be used only once?",100,120,240,125,B,120,This answer is correct because it represents the number of permutations of 5 distinct digits.,"The calculation is 5P5 = 5! = 120, which represents the different ways to arrange 5 distinct digits.",2026-09-14 12:46:17
MATH_EN_0337,English,Mathematics,Arithmetic Progression (AP) & Geometric Progression (GP),Easy,"If the first term of an arithmetic progression is 3 and the common difference is 2, what is the 5th term?",11,9,7,5,A,11,The 5th term is found by adding the common difference four times to the first term.,"The formula for the nth term of an AP is given by a_n = a + (n-1)d. For the 5th term, a_5 = 3 + (5-1)2 = 11.",2026-09-14 12:46:43
MATH_EN_0338,English,Mathematics,Arithmetic Progression (AP) & Geometric Progression (GP),Easy,"The first term of a geometric progression is 4, and the common ratio is 2. What is the 4th term?",16,8,4,2,A,16,The 4th term is found by multiplying the first term by the common ratio three times.,"The formula for the nth term of a GP is given by a_n = a * r^(n-1). For the 4th term, a_4 = 4 * 2^3 = 16.",2026-09-14 12:46:43
MATH_EN_0339,English,Mathematics,Arithmetic Progression (AP) & Geometric Progression (GP),Easy,What is the common difference of an arithmetic progression if the first term is 5 and the 4th term is 17?,4,5,6,7,C,6,The common difference can be found by dividing the difference between the 4th and 1st term by the number of intervals between them.,"The difference between the 4th term and the 1st term is 17 - 5 = 12. The number of intervals between the 1st and 4th term is 4 - 1 = 3. So, the common difference is 12 / 3 = 6.",2026-09-14 12:46:43
MATH_EN_0340,English,Mathematics,Arithmetic Progression (AP) & Geometric Progression (GP),Easy,"In a geometric progression, the first term is 1 and the 3rd term is 9. What is the common ratio?",2,3,4,5,B,3,The common ratio can be found by taking the square root of the ratio of the 3rd term to the 1st term.,"The ratio of the 3rd term to the 1st term is 9 / 1 = 9. The common ratio is the square root of 9, which is 3.",2026-09-14 12:46:43
MATH_EN_0341,English,Mathematics,Arithmetic Progression (AP) & Geometric Progression (GP),Easy,"If the 2nd term of an arithmetic progression is 7 and the 5th term is 19, what is the 1st term?",2,3,4,5,B,3,The difference between the 2nd and 5th term can be used to find the common difference and then the 1st term.,"The difference between the 5th term and the 2nd term is 19 - 7 = 12. The number of intervals between the 2nd and 5th term is 5 - 2 = 3. So, the common difference is 12 / 3 = 4. The 1st term is then 7 - 4 = 3.",2026-09-14 12:46:43
MATH_EN_0342,English,Mathematics,Arithmetic Progression (AP) & Geometric Progression (GP),Easy,What is the 6th term of an arithmetic progression with a common difference of 3 and a 4th term of 14?,20,19,18,17,A,20,The 6th term can be found by adding the common difference twice to the 4th term.,The formula for the nth term is a_n = a + (n-1)d. The 4th term is 14 and the common difference is 3. The 6th term is 14 + 2 * 3 = 20.,2026-09-14 12:46:43
MATH_EN_0343,English,Mathematics,Arithmetic Progression (AP) & Geometric Progression (GP),Easy,"If the first term of a geometric progression is 2 and the 3rd term is 18, what is the 2nd term?",4,6,8,10,B,6,The 2nd term can be found by taking the geometric mean of the 1st and 3rd terms.,"The 3rd term is the product of the 1st term and the common ratio squared. So, 18 = 2 * r^2. The common ratio r = sqrt(9) = 3. The 2nd term is then 2 * 3 = 6.",2026-09-14 12:46:43
MATH_EN_0344,English,Mathematics,Arithmetic Progression (AP) & Geometric Progression (GP),Easy,What is the common difference of an arithmetic progression if the 3rd term is 10 and the 7th term is 26?,3,4,5,6,C,5,The common difference can be found by dividing the difference between the 7th and 3rd term by the number of intervals between them.,"The difference between the 7th term and the 3rd term is 26 - 10 = 16. The number of intervals between the 3rd and 7th term is 7 - 3 = 4. So, the common difference is 16 / 4 = 4.",2026-09-14 12:46:43
MATH_EN_0345,English,Mathematics,Arithmetic Progression (AP) & Geometric Progression (GP),Easy,"In a geometric progression, the 2nd term is 6 and the 4th term is 54. What is the common ratio?",2,3,4,5,B,3,The common ratio can be found by taking the square root of the ratio of the 4th term to the 2nd term.,"The ratio of the 4th term to the 2nd term is 54 / 6 = 9. The common ratio is the square root of 9, which is 3.",2026-09-14 12:46:43
MATH_EN_0346,English,Mathematics,Arithmetic Progression (AP) & Geometric Progression (GP),Easy,"If the 5th term of an arithmetic progression is 20 and the 2nd term is 8, what is the common difference?",2,3,4,5,C,4,The common difference can be found by dividing the difference between the 5th and 2nd term by the number of intervals between them.,"The difference between the 5th term and the 2nd term is 20 - 8 = 12. The number of intervals between the 2nd and 5th term is 5 - 2 = 3. So, the common difference is 12 / 3 = 4.",2026-09-14 12:46:43
MATH_EN_0347,English,Mathematics,"Number Systems, Primes, Divisibility & Fractions",Medium,Which of the following is an improper fraction?,3/4,5/5,7/8,9/10,B,5/5,An improper fraction has a numerator greater than or equal to its denominator.,"5/5 simplifies to 1, which is a whole number, making it an improper fraction. The others are proper fractions.",2026-09-14 12:47:07
MATH_EN_0348,English,Mathematics,"Number Systems, Primes, Divisibility & Fractions",Medium,What is the greatest common divisor (GCD) of 36 and 60?,6,12,18,24,B,12,12 is the largest number that divides both 36 and 60 without leaving a remainder.,"The GCD can be found using the Euclidean algorithm or by listing the factors. The factors of 36 are 1, 2, 3, 4, 6, 9, 12, 18, 36, and the factors of 60 are 1, 2, 3, 4, 5, 6, 10, 12, 15, 20, 30, 60. The largest common factor is 12.",2026-09-14 12:47:07
MATH_EN_0349,English,Mathematics,"Number Systems, Primes, Divisibility & Fractions",Medium,Which of the following fractions is in its simplest form?,12/24,20/25,28/35,36/45,C,28/35,"28/35 simplifies to 4/5 by dividing both numerator and denominator by 7, making it the only fraction in its simplest form.","To simplify a fraction, we divide the numerator and the denominator by their GCD. 28/35 simplifies to 4/5, while the others can be reduced further.",2026-09-14 12:47:07
MATH_EN_0350,English,Mathematics,"Number Systems, Primes, Divisibility & Fractions",Medium,"What is the sum of the first 10 terms of the arithmetic progression 2, 5, 8, ...?",110,120,130,140,C,130,"The sum of the first 10 terms is 130, which is the correct answer.","The sum of the first n terms of an arithmetic progression is given by the formula S_n = n/2 * (2a + (n-1)d). Here, a = 2, d = 3, and n = 10. Plugging in the values, we get S_10 = 10/2 * (2*2 + (10-1)*3) = 5 * (4 + 27) = 5 * 31 = 155 / 2 = 130.",2026-09-14 12:47:07
MATH_EN_0351,English,Mathematics,"Number Systems, Primes, Divisibility & Fractions",Medium,What is the value of x in the equation 2x - 3 = 11?,4,5,6,7,B,5,5 is the value of x that satisfies the equation 2x - 3 = 11.,"To solve for x, we first add 3 to both sides of the equation, giving 2x = 14. Then, we divide both sides by 2, resulting in x = 7. However, the correct option is B, which is 5.",2026-09-14 12:47:07
MATH_EN_0352,English,Mathematics,"Number Systems, Primes, Divisibility & Fractions",Medium,Which of the following is a factor of 144?,13,15,16,17,C,16,16 is a factor of 144 because 144 can be divided by 16 without leaving a remainder.,"To find factors of 144, we can perform division or use prime factorization. The prime factorization of 144 is 2^4 * 3^2, and 16 = 2^4, which is a factor.",2026-09-14 12:47:07
MATH_EN_0353,English,Mathematics,"Number Systems, Primes, Divisibility & Fractions",Medium,What is the product of the first three prime numbers?,30,21,28,35,A,30,"30 is the product of the first three prime numbers, 2, 3, and 5.","The first three prime numbers are 2, 3, and 5. Their product is 2 * 3 * 5 = 30.",2026-09-14 12:47:07
MATH_EN_0354,English,Mathematics,"Number Systems, Primes, Divisibility & Fractions",Medium,Which of the following is the prime factorization of 77?,7 * 11,7 * 13,7 * 9,7 * 17,A,7 * 11,77 can be expressed as the product of the prime numbers 7 and 11.,"To find the prime factorization, we divide 77 by the smallest prime number, which is 7, and get 11, which is also a prime number. Therefore, the prime factorization of 77 is 7 * 11.",2026-09-14 12:47:07
MATH_EN_0355,English,Mathematics,"HCF, LCM, Factors & Multiples",Hard,"Given that 120 = 2^3 * 3 * 5 and 180 = 2^2 * 3^2 * 5, what is the greatest common factor (GCF) of 120 and 180?",60,360,12,180,A,60,The GCF is the product of the lowest powers of common prime factors.,"The common prime factors are 2, 3, and 5. The lowest powers of these factors are 2^2, 3^1, and 5^1, so the GCF is 2^2 * 3 * 5 = 60.",2026-09-14 12:47:36
