id,language,category,subtopic,difficulty,question,option_a,option_b,option_c,option_d,correct_option,correct_answer,meaning,explanation,created_at
GK_EN_0240,English,General Knowledge,"Important Inventions, Discoveries & Science Pioneers",Hard,"Which physicist is known for formulating the theory of general relativity, which fundamentally changed our understanding of gravity?",Albert Einstein,Isaac Newton,Nikola Tesla,Max Planck,A,Albert Einstein,Albert Einstein’s theory of general relativity introduced the concept of spacetime curvature caused by mass and energy.,"Albert Einstein’s 1915 theory of general relativity expanded upon his earlier special relativity, proposing that gravity is the result of the curvature of spacetime caused by mass and energy. This theory has been confirmed by numerous experiments and observations, including the bending of light by gravity and the prediction of black holes.",2026-09-14 11:17:21
GK_EN_0241,English,General Knowledge,"Important Inventions, Discoveries & Science Pioneers",Hard,"Which scientist is credited with the development of the first practical light bulb, which revolutionized the way people live and work?",Thomas Edison,Marie Curie,James Watt,Guglielmo Marconi,A,Thomas Edison,Thomas Edison improved on previous incandescent light bulb designs and developed a practical and commercially viable version.,"Thomas Edison improved upon the work of others, including Joseph Swan, to create a practical light bulb that could be used in homes and businesses. His work on the filament and electrical grid infrastructure laid the foundation for modern electrical lighting.",2026-09-14 11:17:21
GK_EN_0242,English,General Knowledge,"Important Inventions, Discoveries & Science Pioneers",Hard,"Who is recognized for the discovery of the structure of the atomic nucleus, which led to the development of nuclear physics?",Niels Bohr,Ernest Rutherford,Louis de Broglie,Enrico Fermi,B,Ernest Rutherford,"Ernest Rutherford's gold foil experiment demonstrated the existence of a small, dense nucleus within the atom.","Ernest Rutherford's gold foil experiment in 1909 provided strong evidence for the existence of the atomic nucleus, which was previously a theoretical concept. This discovery was crucial for the development of nuclear physics and the understanding of atomic structure.",2026-09-14 11:17:21
GK_EN_0243,English,General Knowledge,"Important Inventions, Discoveries & Science Pioneers",Hard,"Which scientist developed the theory of quantum mechanics, fundamentally changing our understanding of the microscopic world?",Niels Bohr,Max Planck,Albert Einstein,Erwin Schrödinger,A,Niels Bohr,"Niels Bohr's model of the atom introduced the concept of quantized energy levels, a cornerstone of quantum mechanics.","Niels Bohr's model of the atom, which introduced the concept of quantized energy levels, was a significant step in the development of quantum mechanics. His work laid the foundation for understanding atomic structure and the behavior of subatomic particles.",2026-09-14 11:17:21
GK_EN_0244,English,General Knowledge,"Important Inventions, Discoveries & Science Pioneers",Hard,"Which physicist is known for the development of the first practical radio receiver, which revolutionized long-distance communication?",Guglielmo Marconi,Nikola Tesla,Alexander Graham Bell,James Clerk Maxwell,A,Guglielmo Marconi,"Guglielmo Marconi successfully demonstrated the transmission of radio signals over long distances, revolutionizing communication technology.",Guglielmo Marconi's experiments in wireless telegraphy and his successful transmission of radio signals over long distances in 1899 marked the beginning of the radio era. His work paved the way for the development of modern radio and television communications.,2026-09-14 11:17:21
GK_EN_0245,English,General Knowledge,"Important Inventions, Discoveries & Science Pioneers",Hard,"Which scientist is credited with the development of the periodic table of elements, which has become a fundamental tool in chemistry?",Dmitri Mendeleev,John Dalton,Henry Moseley,Antoine Lavoisier,A,Dmitri Mendeleev,"Dmitri Mendeleev created the periodic table, organizing elements based on atomic mass and predicting the existence of undiscovered elements.","Dmitri Mendeleev published the first periodic table in 1869, arranging elements by atomic mass and predicting the properties of undiscovered elements. His work has since been refined and expanded to include the modern periodic table, which is an essential tool in chemistry.",2026-09-14 11:17:21
GK_EN_0246,English,General Knowledge,"Important Inventions, Discoveries & Science Pioneers",Hard,"Which scientist is known for the development of the theory of relativity, which has had profound implications in physics and cosmology?",Eugene Wigner,Werner Heisenberg,Albert Einstein,Richard Feynman,C,Albert Einstein,"Albert Einstein’s theories of relativity have revolutionized our understanding of space, time, and gravity.","Albert Einstein formulated the special theory of relativity in 1905 and the general theory of relativity in 1915. These theories have had profound implications in physics and cosmology, including the understanding of black holes, the expansion of the universe, and gravitational waves.",2026-09-14 11:17:21
GK_EN_0247,English,General Knowledge,"Important Inventions, Discoveries & Science Pioneers",Hard,"Which physicist is known for the discovery of X-rays, which revolutionized medical diagnostics and imaging technology?",Wilhelm Conrad Röntgen,Marie Curie,Isaac Newton,Nikola Tesla,A,Wilhelm Conrad Röntgen,"Wilhelm Conrad Röntgen discovered X-rays in 1895, which have become essential tools in medical diagnostics.","Wilhelm Conrad Röntgen's discovery of X-rays in 1895 opened a new era in medical diagnostics and imaging. X-rays have since become indispensable tools in diagnosing and treating a wide range of medical conditions, from fractures to cancer.",2026-09-14 11:17:21
GK_EN_0248,English,General Knowledge,"International Organizations (UN, WHO, WTO, IMF)",Easy,Which international organization is primarily responsible for ensuring the stability of the international monetary system?,IMF,WHO,WTO,UN,A,IMF,IMF stands for International Monetary Fund.,"The IMF works to foster international monetary cooperation, promote high employment and sustainable economic growth, and reduce poverty around the world.",2026-09-14 11:17:39
GK_EN_0249,English,General Knowledge,"International Organizations (UN, WHO, WTO, IMF)",Easy,Which organization focuses on international public health and disease prevention?,IMF,WTO,UN,WHO,D,WHO,WHO stands for World Health Organization.,The WHO is responsible for directing international health within the United Nations' system and coordinating responses to public health emergencies.,2026-09-14 11:17:39
GK_EN_0250,English,General Knowledge,"International Organizations (UN, WHO, WTO, IMF)",Easy,Which of the following organizations is an intergovernmental organization that aims to promote trade and economic development among its member countries?,IMF,WHO,UN,WTO,D,WTO,WTO stands for World Trade Organization.,"The WTO is responsible for setting and monitoring the rules of trade between nations, ensuring a free and fair global trading system.",2026-09-14 11:17:39
GK_EN_0251,English,General Knowledge,"International Organizations (UN, WHO, WTO, IMF)",Easy,"Which organization is known for its role in maintaining international peace and security, as well as promoting human rights and sustainable development?",IMF,WHO,UN,WTO,C,UN,UN stands for United Nations.,"The UN is a global organization that aims to maintain international peace and security, develop friendly relations among nations, and promote social progress, better living standards, and human rights.",2026-09-14 11:17:39
GK_EN_0252,English,General Knowledge,"International Organizations (UN, WHO, WTO, IMF)",Easy,"Which of the following is the oldest and largest international organization, with the primary function of maintaining international peace and security?",IMF,WHO,UN,WTO,C,UN,UN stands for United Nations.,"The UN was established in 1945 after World War II to replace the League of Nations, with the aim of preventing another such conflict.",2026-09-14 11:17:39
GK_EN_0253,English,General Knowledge,"International Organizations (UN, WHO, WTO, IMF)",Easy,"Which organization deals with the global economy and international trade, aiming to facilitate trade and ensure that trade flows as smoothly, predictably, and freely as possible?",IMF,WHO,UN,WTO,D,WTO,WTO stands for World Trade Organization.,The WTO is responsible for providing a forum for negotiating trade agreements and handling trade disputes.,2026-09-14 11:17:39
GK_EN_0254,English,General Knowledge,"International Organizations (UN, WHO, WTO, IMF)",Easy,Which of the following organizations provides financial assistance to countries with balance of payments problems?,IMF,WHO,UN,WTO,A,IMF,IMF stands for International Monetary Fund.,The IMF helps countries achieve macroeconomic stability and supports their economic development by providing short-term financial assistance and policy advice.,2026-09-14 11:17:39
GK_EN_0255,English,General Knowledge,"International Organizations (UN, WHO, WTO, IMF)",Easy,"Which organization is responsible for setting international standards for the safety, effectiveness, quality, and security of medicines for human and veterinary use?",IMF,WHO,UN,WTO,B,WHO,WHO stands for World Health Organization.,The WHO works to ensure the safety and efficacy of medicines and promotes the development of new and better medicines.,2026-09-14 11:17:39
GK_EN_0256,English,General Knowledge,"International Organizations (UN, WHO, WTO, IMF)",Easy,"Which of the following organizations is known for its role in promoting international cooperation in trade and investment, as well as the facilitation of international trade?",IMF,WHO,UN,WTO,D,WTO,WTO stands for World Trade Organization.,The WTO is responsible for establishing and monitoring the rules of international trade and providing a forum for trade negotiations and dispute resolution.,2026-09-14 11:17:39
GK_EN_0257,English,General Knowledge,"International Organizations (UN, WHO, WTO, IMF)",Easy,"Which organization aims to promote international cooperation to achieve sustainable development, improve human well-being, and ensure that development is equitable and does not harm the environment?",IMF,WHO,UN,WTO,C,UN,UN stands for United Nations.,"The UN focuses on sustainable development, human rights, peace and security, and social and economic well-being, among other issues.",2026-09-14 11:17:39
GK_EN_0258,English,General Knowledge,"Famous Personalities, Leaders & Thinkers",Medium,"Who is the founder of the educational philosophy known asragiyan pedagogy, emphasizing the holistic development of the individual?",Rabindranath Tagore,Nelson Mandela,Mahatma Gandhi,Jawaharlal Nehru,A,Rabindranath Tagore,"Tagore's philosophy focused on nurturing the whole person, including their intellectual, emotional, and spiritual development.","Rabindranath Tagore, an Indian polymath, was a proponent ofragiyan pedagogy, which prioritized a balanced and comprehensive approach to education, integrating various aspects of human development.",2026-09-14 11:17:48
GK_EN_0259,English,General Knowledge,"Books, Authors & Literature",Hard,Which of the following authors is credited with pioneering the use of stream of consciousness as a narrative technique in modern literature?,James Joyce,Virginia Woolf,F. Scott Fitzgerald,Ernest Hemingway,B,Virginia Woolf,"Virginia Woolf’s novels, such as 'Mrs. Dalloway' and 'To the Lighthouse', extensively used stream of consciousness to explore characters' inner thoughts and feelings.","Virginia Woolf was a key figure in the modernist movement, and her works are renowned for their innovative narrative techniques, particularly the stream of consciousness, which provides readers with a more intimate and subjective view of characters.",2026-09-14 11:18:16
GK_EN_0260,English,General Knowledge,"Books, Authors & Literature",Hard,"In the realm of dystopian literature, which author is known for writing 'The Handmaid's Tale', a novel that explores themes of reproductive rights and women's oppression?",Ray Bradbury,Margaret Atwood,Ursula K. Le Guin,Aldous Huxley,B,Margaret Atwood,"Margaret Atwood’s 'The Handmaid's Tale' is a seminal work in dystopian literature, addressing issues of gender and power in a future society.","Margaret Atwood’s novel 'The Handmaid's Tale' is a powerful critique of totalitarianism and the oppression of women, using a vividly imagined future setting to explore contemporary issues and societal fears.",2026-09-14 11:18:16
GK_EN_0261,English,General Knowledge,"Books, Authors & Literature",Hard,"Which author’s work is often cited as a foundational text in the exploration of postcolonial literature, specifically through the character of Elizabeth Amusa, who embodies the complexities of identity and cultural displacement?",Chinua Achebe,V.S. Naipaul,J.M. Coetzee,Wole Soyinka,C,J.M. Coetzee,"J.M. Coetzee’s work, including 'Disgrace', features Elizabeth Amusa as a character who grapples with the aftermath of apartheid and the complexities of postcolonial South Africa.","J.M. Coetzee’s 'Disgrace' is a seminal work in postcolonial literature, using the character of Elizabeth Amusa to explore themes of identity, cultural displacement, and the moral complexities of post-apartheid South Africa.",2026-09-14 11:18:16
GK_EN_0262,English,General Knowledge,"Books, Authors & Literature",Hard,"Which author’s literary masterpiece, 'Ulysses', is often considered a pivotal work in the development of modernist literature, known for its innovative narrative structure and stream of consciousness technique?",James Joyce,T.S. Eliot,Virginia Woolf,T.E. Lawrence,A,James Joyce,"James Joyce’s 'Ulysses' is a groundbreaking work that revolutionized the form of the novel through its use of stream of consciousness and detailed, multi-layered narrative techniques.","James Joyce’s 'Ulysses' is a seminal work in modernist literature, famous for its innovative narrative techniques, including stream of consciousness, and its exploration of the inner lives of characters through a single day in Dublin.",2026-09-14 11:18:16
GK_EN_0263,English,General Knowledge,"Books, Authors & Literature",Hard,"Which of the following authors is known for the 'Harry Potter' series, a set of fantasy novels that have become a cultural phenomenon and have been adapted into a successful film series?",J.K. Rowling,J.R.R. Tolkien,C.S. Lewis,Isleof cellForRowAtIndexPath,A,J.K. Rowling,"J.K. Rowling’s 'Harry Potter' series has had a profound impact on contemporary literature and popular culture, introducing a new generation of readers to the world of fantasy.","J.K. Rowling’s 'Harry Potter' series is a groundbreaking work in contemporary fantasy literature, known for its richly detailed world-building, complex characters, and overarching themes of good versus evil.",2026-09-14 11:18:16
GK_EN_0264,English,General Knowledge,"Books, Authors & Literature",Hard,"Which author wrote 'The Bell Jar', a semi-autobiographical novel that explores the mental health struggles of a young woman in the 1950s, and is considered a feminist classic?",Sylvia Plath,Alice Walker,Betty Smith,Margaret Atwood,A,Sylvia Plath,"Sylvia Plath’s 'The Bell Jar' is a powerful exploration of mental health and societal expectations, and is considered a seminal work in feminist literature.","Sylvia Plath’s 'The Bell Jar' is a semi-autobiographical novel that delves into the experiences of a young woman struggling with depression and societal pressures, making it a significant work in feminist literature.",2026-09-14 11:18:16
GK_EN_0265,English,General Knowledge,"Books, Authors & Literature",Hard,"Which of the following authors is known for the dystopian novel 'Brave New World', which explores themes of technological determinism, social engineering, and the loss of individuality in a future society?",George Orwell,Aldous Huxley,Ray Bradbury,Isleof cellForRowAtIndexPath,B,Aldous Huxley,"Aldous Huxley’s 'Brave New World' is a seminal work in dystopian literature, critiquing the potential consequences of technological advancement and societal manipulation.","Aldous Huxley’s 'Brave New World' is a seminal work in dystopian literature, using a futuristic setting to explore the themes of technological determinism, social engineering, and the loss of individuality.",2026-09-14 11:18:16
GK_EN_0266,English,General Knowledge,"Books, Authors & Literature",Hard,"Which author’s work, 'To Kill a Mockingbird', is a classic of American literature that explores themes of racial injustice, moral growth, and the loss of innocence in the context of the American South during the 1930s?",Harper Lee,Faulkner,Eudora Welty,Isleof cellForRowAtIndexPath,A,Harper Lee,"Harper Lee’s 'To Kill a Mockingbird' is a powerful exploration of racial injustice and moral growth, set against the backdrop of the American South.","Harper Lee’s 'To Kill a Mockingbird' is a seminal work in American literature, known for its nuanced portrayal of racial injustice and its exploration of moral growth and the loss of innocence.",2026-09-14 11:18:16
GK_EN_0267,English,General Knowledge,"Books, Authors & Literature",Hard,"Which of the following authors is known for the novel 'Pride and Prejudice', a classic of English literature that explores themes of social class, marriage, and the importance of personal integrity in the 19th-century English society?",Jane Austen,Charlotte Bronte,Emily Bronte,Isleof cellForRowAtIndexPath,A,Jane Austen,"Jane Austen’s 'Pride and Prejudice' is a classic of English literature, known for its sharp social commentary and exploration of personal relationships.","Jane Austen’s 'Pride and Prejudice' is a masterpiece of English literature, renowned for its insightful social commentary and exploration of the complexities of personal relationships and societal norms.",2026-09-14 11:18:16
GK_EN_0268,English,General Knowledge,"Books, Authors & Literature",Hard,"Which author wrote 'The Great Gatsby', a novel that is often cited as a critique of the American Dream, exploring themes of wealth, social class, and the moral decay of the 1920s American society?",F. Scott Fitzgerald,Ernest Hemingway,T.S. Eliot,Isleof cellForRowAtIndexPath,A,F. Scott Fitzgerald,"F. Scott Fitzgerald’s 'The Great Gatsby' is a seminal work in American literature, known for its critique of the American Dream and exploration of the moral decay of the 1920s.","F. Scott Fitzgerald’s 'The Great Gatsby' is a celebrated novel that provides a critical view of the American Dream, through the story of its eponymous character, and delves into themes of wealth, social class, and moral decay.",2026-09-14 11:18:16
GK_EN_0269,English,General Knowledge,"National & International Awards (Nobel, Bharat Ratna, Oscar)",Easy,The Nobel Prize in Literature is awarded by which organization?,The Swedish Academy,The Royal Swedish Academy of Sciences,The Nobel Committee of Oslo,The Nobel Foundation,A,The Swedish Academy,"The Swedish Academy awards the Nobel Prize in Literature, recognizing outstanding contributions to literature.",The Swedish Academy is responsible for selecting the Nobel Prize in Literature laureate each year based on the merit of their work.,2026-09-14 11:18:38
GK_EN_0270,English,General Knowledge,"National & International Awards (Nobel, Bharat Ratna, Oscar)",Easy,Which of the following is NOT a Nobel Prize category?,Chemistry,Economics,Peace,Literature,B,The Economics Prize,"The Economics Prize is not a category of the Nobel Prize, though it is often referred to as such.","The Nobel Prize includes categories such as Chemistry, Peace, and Literature, but the Economics Prize is actually a separate prize established by the Sveriges Riksbank (Swedish National Bank).",2026-09-14 11:18:38
GK_EN_0271,English,General Knowledge,"National & International Awards (Nobel, Bharat Ratna, Oscar)",Easy,Which country’s highest civilian award is the Bharat Ratna?,India,United States,United Kingdom,Australia,A,India,"The Bharat Ratna is India’s highest civilian award, recognizing exceptional service to the nation.","The Bharat Ratna, which means 'Jewel of India,' is given by the Government of India to recognize extraordinary achievements in various fields.",2026-09-14 11:18:38
GK_EN_0272,English,General Knowledge,"National & International Awards (Nobel, Bharat Ratna, Oscar)",Easy,Which of the following is the oldest international award in the arts and entertainment?,Academy Award (Oscar),Golden Globe,Tony Award,Grammy Award,A,Academy Award (Oscar),"The Academy Award, also known as the Oscar, has been awarded since 1929, making it the oldest international award in the arts and entertainment.","The Academy Award was established by the Academy of Motion Picture Arts and Sciences and is often referred to as the 'Oscar,' honoring excellence in film.",2026-09-14 11:18:38
GK_EN_0273,English,General Knowledge,"National & International Awards (Nobel, Bharat Ratna, Oscar)",Easy,Which award is often considered the most prestigious in the field of medicine?,The Nobel Prize in Physics,The Nobel Prize in Chemistry,The Nobel Prize in Physiology or Medicine,The Nobel Prize in Economics,C,The Nobel Prize in Physiology or Medicine,The Nobel Prize in Physiology or Medicine is awarded annually for outstanding discoveries in the field of life sciences and medicine.,This prize is given by the Nobel Assembly at the Karolinska Institute in Stockholm and is highly respected for its recognition of significant contributions to medical science.,2026-09-14 11:18:38
GK_EN_0274,English,General Knowledge,"National & International Awards (Nobel, Bharat Ratna, Oscar)",Easy,Which of the following is NOT a recipient of the Bharat Ratna award?,Mother Teresa,APJ Abdul Kalam,APJ Abdul Kalam (repeated),Vallabhbhai Patel,C,APJ Abdul Kalam (repeated),"APJ Abdul Kalam is a recipient of the Bharat Ratna, but mentioning him twice is incorrect.","APJ Abdul Kalam, former President of India, was indeed awarded the Bharat Ratna. Mentioning him twice in the question is incorrect, and this is the reason for the correct answer.",2026-09-14 11:18:38
GK_EN_0275,English,General Knowledge,"National & International Awards (Nobel, Bharat Ratna, Oscar)",Easy,Which of the following is a criterion for the selection of the Nobel Prize in Literature?,The quantity of the author’s work,The author's nationality,The author's influence on world culture,The popularity of the author's works,C,The author's influence on world culture,"The Nobel Prize in Literature is awarded for the author's influence on world culture, not just the quantity or popularity of their work.","The Nobel Committee evaluates the author’s contribution to world literature, considering the overall impact of their work on global culture and thought.",2026-09-14 11:18:38
GK_EN_0276,English,General Knowledge,"National & International Awards (Nobel, Bharat Ratna, Oscar)",Easy,Which of the following is NOT a category of the Nobel Prize?,Physics,Biology,Chemistry,Economics,B,Biology,Biology is not a category of the Nobel Prize; the correct category is Physiology or Medicine.,"The Nobel Prize includes categories such as Physics, Chemistry, and Economics, but not Biology. The Physiology or Medicine category is used instead.",2026-09-14 11:18:38
GK_EN_0277,English,General Knowledge,"National & International Awards (Nobel, Bharat Ratna, Oscar)",Easy,Which of the following is a requirement for the recipient of the Bharat Ratna?,The recipient must be a citizen of India,The recipient must be a non-citizen,There are no citizenship requirements,The recipient must be a resident of India,C,There are no citizenship requirements,"The Bharat Ratna can be awarded to any person, whether a citizen or not, for their service to India.","The Bharat Ratna is open to all individuals who have made significant contributions to the nation, regardless of their citizenship status.",2026-09-14 11:18:38
GK_EN_0278,English,General Knowledge,"National & International Awards (Nobel, Bharat Ratna, Oscar)",Easy,Which of the following is a criterion for the selection of the Nobel Prize in Peace?,The political affiliation of the candidate,The candidate's contribution to international peace,The candidate's wealth,The candidate's popularity,B,The candidate's contribution to international peace,The Nobel Prize in Peace is awarded to individuals or organizations for their efforts to promote international peace.,"The prize is given to those who have made significant contributions to international peace, such as through conflict resolution, promoting human rights, or advancing cooperation among nations.",2026-09-14 11:18:38
GK_EN_0279,English,General Knowledge,"Sports, Olympic Games & Championships",Medium,Which Olympic event is known for the longest race in terms of distance?,Marathon,"10,000m Run",50km Race Walk,100m Sprint,C,50km Race Walk,The 50km Race Walk is the longest race in the Olympic Games.,"The 50km Race Walk is a grueling endurance event where athletes must maintain a walking pace for a distance of 50 kilometers, making it the longest race in the Olympic program.",2026-09-14 11:19:01
GK_EN_0280,English,General Knowledge,"Sports, Olympic Games & Championships",Medium,Which of the following sports has been featured in every modern Olympic Games since 1896?,Basketball,Gymnastics,Table Tennis,Fencing,D,Fencing,Fencing has been a consistent part of the Olympic program since its inception in 1896.,"Fencing has been included in every modern Olympic Games since the first one in 1896, making it one of the most traditional and enduring sports in the Olympic program.",2026-09-14 11:19:01
GK_EN_0281,English,General Knowledge,"Sports, Olympic Games & Championships",Medium,Which country has hosted the Summer Olympic Games the most times?,United States,France,United Kingdom,Greece,A,United States,The United States has hosted the Summer Olympics four times.,"The United States has hosted the Summer Olympics in 1904, 1932, 1984, and 1996, making it the country with the most Olympic Games hostings.",2026-09-14 11:19:01
GK_EN_0282,English,General Knowledge,"Sports, Olympic Games & Championships",Medium,Which of the following is a requirement for a team to compete in the Olympic Games?,The team must have a minimum of 50 players,The team must be from a recognized country by the IOC,The team must have won at least one gold medal in the previous Olympics,The team must have been the reigning world champion,B,The team must be from a recognized country by the IOC,A country must be recognized by the IOC to compete in the Olympic Games.,Each country that wishes to compete in the Olympic Games must be recognized by the International Olympic Committee (IOC) to ensure the integrity and inclusivity of the Games.,2026-09-14 11:19:01
GK_EN_0283,English,General Knowledge,"Sports, Olympic Games & Championships",Medium,Which of the following sports is included in the Winter Olympic Games but not in the Summer Olympic Games?,Football,Tennis,Luge,Swimming,C,Luge,Luge is an event exclusive to the Winter Olympic Games.,"Luge, a sport involving sliding down an icy track in a small sled, is one of the many winter sports that are not included in the Summer Olympic Games.",2026-09-14 11:19:01
GK_EN_0284,English,General Knowledge,"Sports, Olympic Games & Championships",Medium,Which of the following is a mandatory event in the modern Olympic Games?,Men's 100m Sprint,Women's 100m Sprint,Marathon Relay,Relay Race,A,Men's 100m Sprint,The men's 100m sprint is a mandatory event in the Olympic Games.,"The men's 100m sprint is a traditional event that has been a part of the Olympic Games since the inception of the modern Olympics in 1896, and it remains a core event in the program.",2026-09-14 11:19:01
GK_EN_0285,English,General Knowledge,"Sports, Olympic Games & Championships",Medium,Which of the following is NOT a discipline in Olympic Weightlifting?,Clean and Jerk,Snatch,Power Clean,Overhead Press,C,Power Clean,Power Clean is not an official discipline in Olympic Weightlifting.,"Olympic Weightlifting consists of only two disciplines: the Clean and Jerk and the Snatch. The Power Clean, while a variation of the clean, is not recognized as an official event in the Olympic Weightlifting program.",2026-09-14 11:19:01
GK_EN_0286,English,General Knowledge,"Sports, Olympic Games & Championships",Medium,Which of the following is a true statement about the Olympic Charter?,It is updated annually,It is only applicable to athletes,It outlines the values and principles of the Olympic Games,It is written in Latin,C,It outlines the values and principles of the Olympic Games,The Olympic Charter defines the values and principles that guide the Olympic Games.,"The Olympic Charter is a fundamental document that sets out the values, mission, and principles of the Olympic Movement, ensuring that the spirit of the Games remains intact and is respected by all participants.",2026-09-14 11:19:01
GK_EN_0287,English,General Knowledge,"Sports, Olympic Games & Championships",Medium,Which of the following is a criterion for determining the host city of the Olympic Games?,The city must have a population over 10 million,The city must be the capital of a country,The city must be able to demonstrate a strong financial and logistical capability,The city must be in the Northern Hemisphere,C,The city must be able to demonstrate a strong financial and logistical capability,A city's ability to host the Olympic Games is based on its financial and logistical readiness.,The International Olympic Committee evaluates a city's bid based on its financial and logistical capabilities to ensure the Games can be successfully organized and executed.,2026-09-14 11:19:01
GK_EN_0288,English,General Knowledge,"Sports, Olympic Games & Championships",Medium,Which of the following is true about the Olympic Village?,It is only for athletes,It is open to the public during the Games,It is located in the host city,It is not a part of the Olympic Games,A,It is only for athletes,The Olympic Village is exclusively for athletes and their support staff.,"The Olympic Village is a secure, residential area for athletes and their support staff during the Games, providing them with accommodation, meals, and a social environment away from the public.",2026-09-14 11:19:01
GK_EN_0289,English,General Knowledge,"Ecology, Biodiversity & National Parks",Hard,Which of the following statements accurately describes the relationship between biodiversity and ecosystem resilience in national parks?,Biodiversity has no significant impact on ecosystem resilience in national parks.,High biodiversity tends to decrease ecosystem resilience as it leads to competition among species.,Biodiversity enhances ecosystem resilience because of the redundancy in species roles and functional traits.,Ecosystem resilience in national parks is solely dependent on the presence of keystone species.,C,Biodiversity enhances ecosystem resilience because of the redundancy in species roles and functional traits.,This answer emphasizes the importance of species diversity in maintaining ecosystem stability.,"Ecosystem resilience is bolstered by the presence of multiple species that can perform similar functions, ensuring that if one species is affected, others can compensate, thus maintaining overall ecosystem health.",2026-09-14 11:19:29
GK_EN_0290,English,General Knowledge,"Ecology, Biodiversity & National Parks",Hard,"In the context of national parks, what does the term 'keystone species' refer to?",Species that are the most abundant in the ecosystem.,Species that have a disproportionately large effect on their environment relative to their abundance.,Species that are introduced to the ecosystem and disrupt the balance.,Species that are under threat and need immediate protection.,B,Species that have a disproportionately large effect on their environment relative to their abundance.,This answer highlights the critical role of keystone species in maintaining the structure and function of the ecosystem.,"Keystone species, such as beavers or wolves, can significantly influence the ecosystem's structure and function, often by controlling populations of other species, and their removal can lead to dramatic changes in the environment.",2026-09-14 11:19:29
GK_EN_0291,English,General Knowledge,"Ecology, Biodiversity & National Parks",Hard,Which of the following best describes the concept of 'ecosystem services' in the context of national parks?,The economic value derived from the extraction of natural resources within national parks.,The regulatory services provided by governmental agencies to protect national parks.,"The various benefits humans and other organisms receive from the ecosystem, such as clean air, water, and pollination.",The genetic diversity of species within national parks.,C,"The various benefits humans and other organisms receive from the ecosystem, such as clean air, water, and pollination.",This answer captures the ecological and societal value of the services provided by ecosystems.,"Ecosystem services include provisioning, regulating, cultural, and supporting services, which are essential for human well-being and the functioning of the environment.",2026-09-14 11:19:29
GK_EN_0292,English,General Knowledge,"Ecology, Biodiversity & National Parks",Hard,Which of the following best explains the concept of 'non-native species' in national parks?,Species that are originally from the same geographical area as the national park.,"Species that are introduced into the park from other regions or countries, often by human activity.",Species that are extinct and reintroduced into the park through conservation efforts.,Species that are endemic to the park and have not been introduced by humans.,B,"Species that are introduced into the park from other regions or countries, often by human activity.",This answer defines non-native species as those that are not naturally found in the area and can disrupt local ecosystems.,"Non-native species, or invasive species, can outcompete native species for resources, alter habitat structures, and introduce diseases, thus affecting the overall biodiversity and ecological balance of national parks.",2026-09-14 11:19:29
GK_EN_0293,English,General Knowledge,"Ecology, Biodiversity & National Parks",Hard,What is the primary purpose of setting up buffer zones around national parks?,To provide a habitat for non-native species.,To facilitate easier access for tourists and researchers.,To protect the park from the negative impacts of surrounding human activities.,To increase the land area available for conservation efforts.,C,To protect the park from the negative impacts of surrounding human activities.,This answer explains the protective role of buffer zones in mitigating external human impacts.,"Buffer zones act as a barrier to reduce the direct impacts of human activities such as pollution, deforestation, and urbanization on the national park, helping to preserve its ecological integrity and biodiversity.",2026-09-14 11:19:29
GK_EN_0294,English,General Knowledge,"Ecology, Biodiversity & National Parks",Hard,Which of the following best describes the role of 'socio-economic valuation' in the management of national parks?,Determining the financial cost of maintaining the park's infrastructure.,Calculating the total monetary value of all resources within the park.,Estimating the economic and social benefits of the park to local communities and society at large.,Assessing the potential for commercial activities within the park.,C,Estimating the economic and social benefits of the park to local communities and society at large.,This answer highlights the importance of understanding the broader value of national parks beyond just their natural resources.,"Socio-economic valuation helps in understanding the multiple benefits that national parks provide, including recreational, educational, and cultural values, which can inform better conservation and management strategies.",2026-09-14 11:19:29
GK_EN_0295,English,General Knowledge,"Ecology, Biodiversity & National Parks",Hard,What does the 'carrying capacity' of a national park refer to?,The maximum population size of a species that can be supported by the park's resources.,The total number of visitors the park can accommodate in a day without causing environmental damage.,The number of species that can be introduced into the park without disrupting the ecosystem.,The amount of human intervention allowed in the park for scientific research.,A,The maximum population size of a species that can be supported by the park's resources.,This answer defines carrying capacity as the limit of the park's ability to support a population without degradation.,"Carrying capacity is a critical concept in ecology, indicating the maximum number of organisms that can be supported by the available resources in a given area, without causing significant environmental stress or degradation.",2026-09-14 11:19:29
GK_EN_0296,English,General Knowledge,"Ecology, Biodiversity & National Parks",Hard,Which of the following best describes the 'no-take zone' in the context of marine national parks?,"A designated area where all human activities, including fishing and diving, are permitted.",A section of the park where only research and monitoring activities are allowed.,"A restricted area where no extractive activities such as fishing or harvesting are allowed, aiming to protect marine biodiversity.",A buffer zone between the park and the surrounding coastal areas to control land-based pollution.,C,"A restricted area where no extractive activities such as fishing or harvesting are allowed, aiming to protect marine biodiversity.",This answer explains the purpose of no-take zones in preserving marine ecosystems.,"No-take zones are crucial for the conservation of marine biodiversity, as they prevent the removal of organisms and allow populations to recover and thrive, which in turn supports the overall health and productivity of the marine ecosystem.",2026-09-14 11:19:29
